,Accept,Accept-Encoding,Accept-Language,Cache-Control,Connection,Content-Length,Content-Type,Cookie,DNT,Host,If-Modified-Since,If-None-Match,Origin,Pragma,Range,Referer,Upgrade-Insecure-Requests,X-Requested-With,X-XSRFToken,httpMethod,httpPath,httpProto,len,respCode,respMsg,time,uAgentBrowser,uAgentOS,label
5046,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/AMSmath.js?rev=2.6.1,HTTP/1.1,703,,,1487668518.183236,Firefox,Linux,norm
5047,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/AMSsymbols.js?rev=2.6.1,HTTP/1.1,706,,,1487668518.183265,Firefox,Linux,norm
5048,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/ieeemacros.js?rev=2.6.1,HTTP/1.1,706,,,1487668518.183295,Firefox,Linux,norm
5049,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/cancel.js?rev=2.6.1,HTTP/1.1,702,,,1487668518.183325,Firefox,Linux,norm
5050,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/AMScd.js?rev=2.6.1,HTTP/1.1,701,,,1487668518.183358,Firefox,Linux,norm
5057,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/color_ieee.js?rev=2.6.1,HTTP/1.1,706,,,1487668518.189024,Firefox,Linux,norm
5083,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/cellcolor_ieee.js?rev=2.6.1,HTTP/1.1,710,,,1487668518.221841,Firefox,Linux,norm
5084,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/enclose.js?rev=2.6.1,HTTP/1.1,703,,,1487668518.221915,Firefox,Linux,norm
5085,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/TeX/euler_ieee.js?rev=2.6.1,HTTP/1.1,706,,,1487668518.22194,Firefox,Linux,norm
5102,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668518.3302634,Firefox,Linux,norm
5103,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668518.330308,Firefox,Linux,norm
5104,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668518.330347,Firefox,Linux,norm
5105,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668518.330379,Firefox,Linux,norm
5106,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668518.33041,Firefox,Linux,norm
5247,"application/json, text/plain, */*","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,ieeexplore.ieee.org,0,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/rest/document/7371715/similar,HTTP/1.1,976,,,1487668519.393667,Firefox,Linux,norm
5248,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/img/standards/prev-icon.png,HTTP/1.1,929,,,1487668519.405325,Firefox,Linux,norm
5249,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/img/standards/next-icon.png,HTTP/1.1,929,,,1487668519.408158,Firefox,Linux,norm
5250,*/*,"gzip, deflate","en,en-US;q=0.5",,,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29c,,ieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/assets/img/document/toc-icon.png,HTTP/1.1,796,,,1487668519.501387,Firefox,Linux,norm
5277,"application/json, text/plain, */*","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; JSESSIONID=XYQjYsFD1fXlJv9GNJtvptLTnb6vNL5wlQc2j4pwjbbdBWKDcvSj!-1717030412; WLSESSION=857891468.20480.0000; TS011813a0=012f350623076c244eec918c8c922d1fc24b7a316cbb95242ba308f63be4182aff3e09ccf92f9131dfe2cc24eeeec69b93fadd039755cffcf1bb70499453373040704ca286; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15,1.0,ieeexplore.ieee.org,0,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/rest/document/7371715/toc,HTTP/1.1,972,,,1487668519.9445732,Firefox,Linux,norm
5281,"application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8",identity,"en,en-US;q=0.5",,keep-alive,,,,1.0,staticieeexplore.ieee.org,,,http://ieeexplore.ieee.org,,,http://staticieeexplore.ieee.org/assets/css/styles.css?cv=20161213_000000,,,,GET,/assets/vendor/fontawesome/fonts/fontawesome-webfont.woff?v=4.2.0,HTTP/1.1,551,,,1487668520.130684,Firefox,Linux,norm
5383,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668521.250591,Firefox,Linux,norm
5402,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,83.0,application/ocsp-request,,1.0,ss.symcd.com,,,,,,,,,,POST,/,HTTP/1.1,500,,,1487668521.424453,Firefox,Linux,norm
5477,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15; utag_main=v_id:015a5ff42b64001c6698904361c901044003800900868$_sn:1$_ss:1$_st:1487670321830$ses_id:1487668521830%3Bexp-session$_pn:1%3Bexp-session,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/MathMenu.js?rev=2.6.1,HTTP/1.1,847,,,1487668522.406757,Firefox,Linux,norm
5518,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,ipCheck=221.124.49.190; TS01f64340=012f350623006abaaf5be7b4d1ffa43dc26c9609a8eeabb070957ec0a53122ba0d3b19edda9e0e478b9bc07f57a8db10b94676dc14f748632e8f31b0ff29ce07d979d178f657fd2ca52404b674a3eb1eb044197c96b2d03dbfd72aed82e40ab55504b459ac; visitstart=17:15; utag_main=v_id:015a5ff42b64001c6698904361c901044003800900868$_sn:1$_ss:1$_st:1487670321830$ses_id:1487668521830%3Bexp-session$_pn:1%3Bexp-session,1.0,staticieeexplore.ieee.org,,,,,,http://ieeexplore.ieee.org/document/7371715/?reload=true,,,,GET,/xploreAssets/MathJax-2.6.1/extensions/MathZoom.js?rev=2.6.1,HTTP/1.1,847,,,1487668523.391424,Firefox,Linux,norm
5533,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,,1.0,,,GET,/view.aspx?type=BW&message=6616899&page=25,HTTP/1.1,815,,,1487668525.327531,Firefox,Linux,norm
5566,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/css/large.css,HTTP/1.1,791,,,1487668525.546648,Firefox,Linux,norm
5575,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/hoverIntent.js,HTTP/1.1,780,,,1487668525.547026,Firefox,Linux,norm
5576,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/css/common.css,HTTP/1.1,792,,,1487668525.547078,Firefox,Linux,norm
5577,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/css/superfish.css,HTTP/1.1,795,,,1487668525.5471358,Firefox,Linux,norm
5578,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/css/forum.css,HTTP/1.1,791,,,1487668525.547167,Firefox,Linux,norm
5592,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/superfish.js,HTTP/1.1,778,,,1487668525.576276,Firefox,Linux,norm
5593,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/common.js,HTTP/1.1,775,,,1487668525.576314,Firefox,Linux,norm
5594,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/jquery-1.10.2.js,HTTP/1.1,782,,,1487668525.576348,Firefox,Linux,norm
5595,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/getLoginSession.js,HTTP/1.1,784,,,1487668525.576381,Firefox,Linux,norm
5643,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/fpall.js,HTTP/1.1,774,,,1487668525.621595,Firefox,Linux,norm
5644,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/faall2.js,HTTP/1.1,775,,,1487668525.621634,Firefox,Linux,norm
5645,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/jquery-2.1.4.min.js,HTTP/1.1,785,,,1487668525.6216679,Firefox,Linux,norm
5646,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,lasthere=21/2/2017 14:01:01; sensormode=N; fontsize=L; companymode=N; filtermode=N; __cfduid=d41a2b034fa7f1a4dcdb26a20e27cdd6b1480861887; history=6642304%2C; filter_list=HT=N&ET=N&CA=N&FN=N&GM=N&HW=N&IN=N&SW=N&MP=N&AP=N&SP=N&LV=N&SY=N&ED=N&BB=N&PT=N&TR=N&CO=N&AN=N&TO=N&MU=N&VI=N&DC=N&ST=N&SC=N&WK=N&TS=N&RA=N&AU=N&MB=N&AC=N&JT=N&EP=N&BW=N; ASP.NET_SessionId=uw2c3w55zk3omavldltap055,1.0,forum8.hkgolden.com,,,,,,http://forum8.hkgolden.com/view.aspx?type=BW&message=6616899&page=25,,,,GET,/js/editor.js,HTTP/1.1,775,,,1487668525.621701,Firefox,Linux,norm
